,Date,Open,High,Low,Close,Adj Close,Volume,Day,Month,Year,Quarter
825,2022-07-18,70.699997,71.25,70.349998,71.150002,63.462032,6697658,18,7,2022,Q3
824,2022-07-15,70.699997,71.099998,70.0,70.349998,62.74847,7310057,15,7,2022,Q3
823,2022-07-14,70.400002,71.0,70.199997,70.75,63.105251,8917897,14,7,2022,Q3
822,2022-07-13,70.650002,70.949997,70.25,70.400002,62.793072,13704386,13,7,2022,Q3
821,2022-07-12,72.449997,72.5,70.400002,70.650002,63.016056,16729806,12,7,2022,Q3
820,2022-07-11,72.699997,72.849998,72.050003,72.550003,64.710762,11548617,11,7,2022,Q3
819,2022-07-08,73.0,73.25,72.199997,72.699997,64.844543,11692575,8,7,2022,Q3
818,2022-07-07,73.300003,73.300003,72.150002,72.699997,64.844543,17846046,7,7,2022,Q3
817,2022-07-06,74.0,74.599998,72.25,72.599998,64.755356,21856830,6,7,2022,Q3
816,2022-07-05,74.5,74.5,73.400002,73.599998,65.647301,17464685,5,7,2022,Q3
815,2022-07-04,74.699997,74.699997,73.300003,74.349998,66.316261,12798384,4,7,2022,Q3
814,2022-07-01,75.0,75.150002,72.849998,74.550003,66.494652,22029311,1,7,2022,Q3
813,2022-06-30,73.949997,76.0,73.699997,74.25,66.227066,34424950,30,6,2022,Q2
812,2022-06-29,72.400002,73.366669,72.0,73.199997,65.29052,18903900,29,6,2022,Q2
811,2022-06-28,73.0,73.766663,71.699997,72.199997,64.398567,22631172,28,6,2022,Q2
810,2022-06-27,73.333336,73.900002,72.533333,73.033333,65.141869,17830735,27,6,2022,Q2
809,2022-06-24,71.73333,72.433334,71.533333,72.333336,64.517502,11807979,24,6,2022,Q2
808,2022-06-23,70.666664,71.73333,70.099998,71.533333,63.803947,16579252,23,6,2022,Q2
807,2022-06-22,70.633331,71.066666,69.066666,70.366669,62.76334,18641673,22,6,2022,Q2
806,2022-06-21,69.366669,70.833336,69.033333,70.5,62.882267,14169558,21,6,2022,Q2
805,2022-06-20,70.066666,70.300003,67.699997,68.699997,61.27676,19163382,20,6,2022,Q2
804,2022-06-17,72.0,72.0,69.033333,69.466667,61.960583,23651413,17,6,2022,Q2
803,2022-06-16,73.699997,73.800003,71.666664,72.099998,64.30938,14897512,16,6,2022,Q2
802,2022-06-15,74.0,74.0,72.199997,72.800003,64.933746,14386729,15,6,2022,Q2
801,2022-06-14,75.699997,76.0,73.366669,73.5,65.558105,23524399,14,6,2022,Q2
800,2022-06-13,77.533333,77.533333,75.366669,75.73333,67.550117,15123129,13,6,2022,Q2
799,2022-06-10,78.599998,78.666664,77.666664,78.166664,69.72052,16173466,10,6,2022,Q2
798,2022-06-09,78.666664,80.466667,77.933334,78.866669,70.344887,32112393,9,6,2022,Q2
797,2022-06-08,79.099998,79.433334,78.433334,78.666664,70.166496,12953038,8,6,2022,Q2
796,2022-06-07,78.23333,79.666664,77.766663,78.800003,70.285431,14801011,7,6,2022,Q2
795,2022-06-06,78.866669,79.066666,77.633331,78.366669,69.898918,12162841,6,6,2022,Q2
794,2022-06-03,78.699997,79.333336,78.566666,78.866669,70.344887,13564659,3,6,2022,Q2
793,2022-06-02,79.23333,79.5,77.333336,78.433334,69.958374,16274652,2,6,2022,Q2
792,2022-06-01,78.0,79.366669,77.833336,78.800003,70.285431,16686021,1,6,2022,Q2
791,2022-05-31,77.133331,78.333336,77.0,77.333336,68.977242,19925845,31,5,2022,Q2
790,2022-05-30,76.833336,77.5,76.033333,77.400002,69.036697,12222628,30,5,2022,Q2
789,2022-05-27,76.933334,77.033333,75.433334,76.099998,67.877167,11616970,27,5,2022,Q2
788,2022-05-26,76.666664,77.199997,74.566666,76.133331,67.906898,23782918,26,5,2022,Q2
787,2022-05-25,79.533333,79.633331,76.133331,76.533333,68.26368,17317285,25,5,2022,Q2
786,2022-05-24,78.466667,79.73333,78.133331,79.133331,70.582741,18454173,24,5,2022,Q2
785,2022-05-23,78.400002,79.066666,77.800003,78.466667,69.988113,17487906,23,5,2022,Q2
784,2022-05-20,79.333336,79.466667,77.433334,77.966667,69.542137,24237945,20,5,2022,Q2
783,2022-05-19,78.0,78.933334,77.0,78.166664,69.72052,21865050,19,5,2022,Q2
782,2022-05-18,82.666664,82.933334,78.5,78.699997,70.196228,64902469,18,5,2022,Q2
781,2022-05-17,84.0,84.0,81.066666,82.933334,73.972145,27391533,17,5,2022,Q2
780,2022-05-16,82.666664,82.666664,80.433334,81.400002,72.604485,12566889,16,5,2022,Q2
779,2022-05-13,83.333336,83.5,80.466667,80.866669,72.128777,22601469,13,5,2022,Q2
778,2022-05-12,80.300003,82.666664,79.699997,81.400002,72.604485,30617643,12,5,2022,Q2
777,2022-05-11,82.266663,82.933334,79.23333,80.300003,71.623344,14615373,11,5,2022,Q2
776,2022-05-10,82.933334,84.199997,80.833336,81.333336,72.545021,15563373,10,5,2022,Q2
775,2022-05-09,83.766663,83.766663,80.900002,82.666664,73.734283,12361746,9,5,2022,Q2
774,2022-05-06,83.333336,85.166664,81.73333,84.166664,75.072205,13680673,6,5,2022,Q2
773,2022-05-05,84.666664,85.433334,83.466667,83.800003,74.745163,8015140,5,5,2022,Q2
772,2022-05-04,84.566666,85.800003,83.400002,83.900002,74.834351,8118435,4,5,2022,Q2
771,2022-05-02,83.966667,84.866669,82.666664,84.433334,75.310066,8623737,2,5,2022,Q2
770,2022-04-29,87.599998,87.599998,83.73333,84.0,74.923553,13013304,29,4,2022,Q2
769,2022-04-28,86.333336,86.833336,85.066666,86.633331,77.272339,15773589,28,4,2022,Q2
768,2022-04-27,85.066666,86.0,83.400002,84.900002,75.726295,14967738,27,4,2022,Q2
767,2022-04-26,86.266663,86.666664,85.166664,86.033333,76.737183,14133414,26,4,2022,Q2
766,2022-04-25,88.533333,88.633331,84.933334,85.166664,75.964157,16604310,25,4,2022,Q2
765,2022-04-22,89.933334,90.699997,89.23333,89.566666,79.888718,13678113,22,4,2022,Q2
764,2022-04-21,89.633331,90.266663,88.933334,90.033333,80.304962,22154311,21,4,2022,Q2
763,2022-04-20,87.333336,89.533333,87.099998,88.933334,79.323822,28690066,20,4,2022,Q2
762,2022-04-19,86.199997,88.666664,85.666664,86.866669,77.480461,30183165,19,4,2022,Q2
761,2022-04-18,85.133331,85.666664,84.333336,85.400002,76.172272,17471850,18,4,2022,Q2
760,2022-04-13,84.033333,86.0,83.766663,85.266663,76.053345,17675811,13,4,2022,Q2
759,2022-04-12,85.633331,85.866669,83.466667,84.033333,74.953278,14583673,12,4,2022,Q2
758,2022-04-11,84.599998,86.300003,84.400002,85.900002,76.61824,19137451,11,4,2022,Q2
757,2022-04-08,83.266663,85.0,82.699997,84.633331,75.488449,21699732,8,4,2022,Q2
756,2022-04-07,82.866669,84.5,82.166664,82.366669,73.466705,30238785,7,4,2022,Q2
755,2022-04-06,81.633331,84.266663,81.0,84.033333,74.953278,23580340,6,4,2022,Q2
754,2022-04-05,81.866669,82.333336,81.566666,81.766663,72.931526,13071195,5,4,2022,Q2
753,2022-04-04,81.400002,82.0,81.133331,81.533333,72.723419,14095200,4,4,2022,Q2
752,2022-04-01,79.400002,81.633331,79.333336,81.400002,72.604485,16052676,1,4,2022,Q2
751,2022-03-31,78.666664,80.633331,78.666664,79.300003,70.7314,31701618,31,3,2022,Q1
