,Date,Open,High,Low,Close,Adj Close,Volume,Day,Month,Year,Quarter
1113,2023-09-14,93.599998,95.099998,93.150002,94.650002,90.053108,16430876,14,9,2023,Q3
1112,2023-09-13,91.900002,93.5,91.349998,93.099998,88.578384,11716054,13,9,2023,Q3
1111,2023-09-12,95.900002,95.900002,91.349998,91.550003,87.103668,21373206,12,9,2023,Q3
1110,2023-09-11,95.5,96.0,94.099998,95.199997,90.576393,23997873,11,9,2023,Q3
1109,2023-09-08,92.199997,94.949997,91.550003,94.0,89.434677,29294769,8,9,2023,Q3
1108,2023-09-07,91.449997,91.900002,91.050003,91.699997,87.246376,7697172,7,9,2023,Q3
1107,2023-09-06,91.449997,91.699997,90.5,91.349998,86.913376,8805552,6,9,2023,Q3
1106,2023-09-05,90.550003,91.699997,90.400002,91.349998,86.913376,12849665,5,9,2023,Q3
1105,2023-09-04,89.300003,90.5,89.300003,90.050003,85.676521,13063008,4,9,2023,Q3
1104,2023-09-01,89.349998,90.0,88.75,89.050003,84.725082,14735373,1,9,2023,Q3
1103,2023-08-31,90.75,91.550003,88.949997,89.099998,84.772652,15918998,31,8,2023,Q3
1102,2023-08-30,91.5,91.5,90.599998,90.75,86.342522,10926964,30,8,2023,Q3
1101,2023-08-29,92.050003,92.400002,91.599998,91.900002,87.436668,6510089,29,8,2023,Q3
1100,2023-08-28,92.25,92.5,91.699997,91.900002,87.436668,6866040,28,8,2023,Q3
1099,2023-08-25,91.949997,93.199997,91.650002,91.800003,87.341522,7021529,25,8,2023,Q3
1098,2023-08-24,91.699997,93.25,91.550003,92.25,87.769669,9936618,24,8,2023,Q3
1097,2023-08-23,91.849998,92.0,91.199997,91.300003,86.865807,6805550,23,8,2023,Q3
1096,2023-08-22,92.400002,92.400002,91.650002,91.849998,87.389091,5274379,22,8,2023,Q3
1095,2023-08-21,91.300003,92.150002,90.75,92.0,87.531807,7450923,21,8,2023,Q3
1094,2023-08-18,92.150002,92.349998,91.099998,91.400002,86.960953,7603578,18,8,2023,Q3
1093,2023-08-17,93.300003,93.5,92.0,92.25,87.769669,6856243,17,8,2023,Q3
1092,2023-08-16,92.599998,93.449997,92.050003,93.300003,88.768677,7026509,16,8,2023,Q3
1091,2023-08-14,93.5,93.550003,91.5,92.599998,88.102669,6762888,14,8,2023,Q3
1090,2023-08-11,94.0,94.300003,93.349998,93.5,88.958961,9294868,11,8,2023,Q3
1089,2023-08-10,93.900002,94.300003,93.5,93.849998,89.291962,6480305,10,8,2023,Q3
1088,2023-08-09,92.449997,94.050003,92.199997,93.900002,89.339531,9339961,9,8,2023,Q3
1087,2023-08-08,93.0,93.449997,91.949997,92.349998,87.864807,14652588,8,8,2023,Q3
1086,2023-08-07,92.449997,93.0,92.0,92.849998,88.340523,6947500,7,8,2023,Q3
1085,2023-08-04,93.550003,93.900002,92.050003,92.300003,87.817238,10743670,4,8,2023,Q3
1084,2023-08-03,93.900002,94.199997,93.150002,93.5,88.958961,8703991,3,8,2023,Q3
1083,2023-08-02,94.400002,94.650002,93.0,93.849998,89.291962,16780965,2,8,2023,Q3
1082,2023-08-01,93.800003,94.75,93.300003,94.0,89.434677,16132927,1,8,2023,Q3
1081,2023-07-31,96.0,96.199997,93.0,93.75,89.196815,25418124,31,7,2023,Q3
1080,2023-07-28,96.199997,96.599998,94.25,95.25,90.623962,27278447,28,7,2023,Q3
1079,2023-07-27,100.400002,100.449997,98.099998,98.599998,90.956963,16349608,27,7,2023,Q3
1078,2023-07-26,99.849998,100.199997,98.849998,99.599998,91.879448,14912431,26,7,2023,Q3
1077,2023-07-25,99.949997,100.25,98.699997,99.0,91.325958,11983867,25,7,2023,Q3
1076,2023-07-24,99.800003,100.699997,99.5,99.849998,92.110069,19073238,24,7,2023,Q3
1075,2023-07-21,98.849998,99.849998,98.599998,99.349998,91.648827,18598910,21,7,2023,Q3
1074,2023-07-20,98.699997,99.300003,98.449997,98.75,91.095337,8940131,20,7,2023,Q3
1073,2023-07-19,98.0,99.050003,97.699997,98.25,90.634102,15283446,19,7,2023,Q3
1072,2023-07-18,98.050003,98.400002,97.199997,97.599998,90.034477,9527821,18,7,2023,Q3
1071,2023-07-17,97.400002,97.900002,96.900002,97.349998,89.803856,19126927,17,7,2023,Q3
1070,2023-07-14,96.5,97.650002,95.800003,96.599998,89.112,24048036,14,7,2023,Q3
1069,2023-07-13,98.400002,98.699997,96.0,96.199997,88.742996,11491737,13,7,2023,Q3
1068,2023-07-12,98.25,99.349998,97.699997,97.900002,90.311234,14979586,12,7,2023,Q3
1067,2023-07-11,97.800003,98.900002,96.900002,98.099998,90.49572,17508261,11,7,2023,Q3
1066,2023-07-10,101.0,101.449997,97.099998,97.400002,89.849991,24042759,10,7,2023,Q3
1065,2023-07-07,99.449997,101.25,98.800003,99.199997,91.510452,37546405,7,7,2023,Q3
1064,2023-07-06,96.0,98.800003,96.0,98.599998,90.956963,32778334,6,7,2023,Q3
1063,2023-07-05,95.150002,95.699997,93.400002,95.5,88.097267,14283796,5,7,2023,Q3
1062,2023-07-04,96.0,96.400002,94.349998,94.650002,87.313156,11918401,4,7,2023,Q3
1061,2023-07-03,91.599998,96.099998,91.300003,95.25,87.866646,32972732,3,7,2023,Q3
1060,2023-06-30,90.949997,91.949997,90.650002,91.300003,84.222832,12595671,30,6,2023,Q2
1059,2023-06-28,89.699997,91.150002,89.0,90.650002,83.623222,14388441,28,6,2023,Q2
1058,2023-06-27,89.75,90.5,88.900002,89.349998,82.423988,10668117,27,6,2023,Q2
1057,2023-06-26,89.300003,89.949997,88.699997,89.550003,82.608482,10963542,26,6,2023,Q2
1056,2023-06-23,92.300003,92.400002,88.849998,89.300003,82.377861,18134295,23,6,2023,Q2
1055,2023-06-22,92.0,92.849998,91.75,92.0,84.868568,9694937,22,6,2023,Q2
1054,2023-06-21,91.949997,92.849998,91.699997,92.0,84.868568,9499893,21,6,2023,Q2
1053,2023-06-20,91.900002,92.599998,91.300003,91.900002,84.776329,9394894,20,6,2023,Q2
1052,2023-06-19,92.150002,92.849998,91.650002,91.900002,84.776329,6800507,19,6,2023,Q2
1051,2023-06-16,93.0,93.199997,91.900002,92.150002,85.00695,15146569,16,6,2023,Q2
1050,2023-06-15,93.300003,93.699997,92.599998,92.900002,85.698807,8742159,15,6,2023,Q2
1049,2023-06-14,92.199997,93.5,92.0,93.150002,85.929428,19246845,14,6,2023,Q2
1048,2023-06-13,92.849998,93.099998,91.699997,91.900002,84.776329,19796495,13,6,2023,Q2
1047,2023-06-12,90.699997,92.0,90.199997,91.849998,84.730194,10813997,12,6,2023,Q2
1046,2023-06-09,90.199997,91.650002,90.150002,90.300003,83.300346,9921823,9,6,2023,Q2
1045,2023-06-08,90.75,90.849998,89.699997,90.050003,83.069725,10809055,8,6,2023,Q2
1044,2023-06-07,89.550003,91.099998,89.5,90.849998,83.807709,11403972,7,6,2023,Q2
1043,2023-06-06,89.400002,89.800003,88.849998,89.400002,82.470108,5740801,6,6,2023,Q2
1042,2023-06-05,89.900002,90.0,88.650002,89.25,82.331741,9227005,5,6,2023,Q2
1041,2023-06-02,90.5,90.900002,89.699997,89.800003,82.839104,7123634,2,6,2023,Q2
1040,2023-06-01,90.5,91.150002,89.900002,90.5,83.484848,11770478,1,6,2023,Q2
1039,2023-05-31,90.400002,91.400002,89.550003,90.0,83.023605,17157711,31,5,2023,Q2
1038,2023-05-30,90.0,90.949997,89.800003,90.300003,83.300346,9269698,30,5,2023,Q2
1037,2023-05-29,90.300003,90.449997,89.400002,90.050003,83.069725,6891927,29,5,2023,Q2
1036,2023-05-26,89.199997,90.300003,89.0,90.199997,83.208092,9846321,26,5,2023,Q2
1035,2023-05-25,89.849998,89.849998,88.599998,89.150002,82.239487,9684940,25,5,2023,Q2
1034,2023-05-24,89.099998,89.900002,88.75,89.650002,82.700729,19866440,24,5,2023,Q2
1033,2023-05-23,87.449997,89.900002,86.75,89.0,82.10112,27392800,23,5,2023,Q2
1032,2023-05-22,86.050003,87.300003,85.300003,87.150002,80.394516,9226502,22,5,2023,Q2
1031,2023-05-19,86.0,86.25,84.800003,86.050003,79.379791,11201198,19,5,2023,Q2
1030,2023-05-18,87.599998,87.75,85.800003,86.0,79.333664,16119484,18,5,2023,Q2
1029,2023-05-17,87.800003,88.599998,87.300003,87.550003,80.763512,20861152,17,5,2023,Q2
1028,2023-05-16,85.400002,87.650002,85.0,87.0,80.256149,44298431,16,5,2023,Q2
1027,2023-05-15,83.800003,84.550003,83.550003,84.199997,77.673187,7167177,15,5,2023,Q2
1026,2023-05-12,83.849998,84.150002,83.349998,83.550003,77.073578,4700410,12,5,2023,Q2
1025,2023-05-11,84.300003,84.449997,83.800003,83.949997,77.442566,4455253,11,5,2023,Q2
1024,2023-05-10,84.5,84.599998,83.849998,84.25,77.719315,7349573,10,5,2023,Q2
1023,2023-05-09,83.75,84.300003,83.5,84.0,77.488693,7286472,9,5,2023,Q2
1022,2023-05-08,83.0,83.449997,82.400002,83.25,76.796829,6051050,8,5,2023,Q2
1021,2023-05-05,83.300003,83.449997,82.400002,82.800003,76.381714,5895640,5,5,2023,Q2
1020,2023-05-04,83.099998,84.5,82.900002,83.300003,76.842957,15811123,4,5,2023,Q2
1019,2023-05-03,82.449997,83.599998,82.449997,82.699997,76.289459,12067736,3,5,2023,Q2
1018,2023-05-02,81.75,82.699997,81.400002,82.150002,75.782097,11768608,2,5,2023,Q2
1017,2023-04-28,80.949997,81.550003,80.400002,81.400002,75.090233,11996476,28,4,2023,Q2
1016,2023-04-27,78.550003,80.75,78.550003,80.449997,74.213867,17036886,27,4,2023,Q2
1015,2023-04-26,78.349998,78.849998,78.150002,78.449997,72.368904,5090493,26,4,2023,Q2
1014,2023-04-25,78.25,78.849998,78.050003,78.449997,72.368904,4656411,25,4,2023,Q2
1013,2023-04-24,78.300003,78.599998,77.949997,78.25,72.18441,7060879,24,4,2023,Q2
1012,2023-04-21,78.75,78.75,77.849998,78.25,72.18441,5001767,21,4,2023,Q2
1011,2023-04-20,78.900002,79.099998,78.099998,78.199997,72.138283,7789377,20,4,2023,Q2
1010,2023-04-19,77.949997,78.75,77.699997,78.550003,72.461151,7940271,19,4,2023,Q2
1009,2023-04-18,77.199997,78.099998,77.199997,78.0,71.953789,5096362,18,4,2023,Q2
1008,2023-04-17,77.199997,77.449997,76.800003,77.25,71.261925,7736935,17,4,2023,Q2
1007,2023-04-13,78.0,78.150002,77.0,77.199997,71.215797,6411454,13,4,2023,Q2
1006,2023-04-12,77.900002,78.199997,77.550003,78.0,71.953789,4182972,12,4,2023,Q2
1005,2023-04-11,77.800003,78.099998,77.650002,77.900002,71.861534,2998570,11,4,2023,Q2
1004,2023-04-10,77.699997,78.199997,77.400002,77.800003,71.769295,5706517,10,4,2023,Q2
1003,2023-04-06,77.150002,77.849998,76.900002,77.699997,71.67704,5063531,6,4,2023,Q2
1002,2023-04-05,78.050003,78.25,77.0,77.150002,71.16967,6867318,5,4,2023,Q2
1001,2023-04-03,77.25,78.25,76.900002,77.5,71.492546,11416090,3,4,2023,Q2
1000,2023-03-31,77.300003,78.349998,77.199997,77.900002,71.861534,9748505,31,3,2023,Q1
999,2023-03-29,76.849998,77.550003,76.650002,76.900002,70.939049,9921198,29,3,2023,Q1
998,2023-03-28,76.900002,77.400002,75.75,76.900002,70.939049,7446988,28,3,2023,Q1
997,2023-03-27,78.0,78.400002,76.75,77.099998,71.12355,4845906,27,3,2023,Q1
996,2023-03-24,78.849998,79.199997,78.0,78.400002,72.322777,10269895,24,3,2023,Q1
995,2023-03-23,79.349998,79.599998,78.800003,79.0,72.876274,7065528,23,3,2023,Q1
994,2023-03-22,79.800003,79.949997,79.099998,79.599998,73.429764,8162089,22,3,2023,Q1
993,2023-03-21,80.800003,81.150002,79.300003,79.550003,73.383636,9942587,21,3,2023,Q1
992,2023-03-20,79.199997,80.699997,78.699997,80.599998,74.352249,18090005,20,3,2023,Q1
991,2023-03-17,80.599998,80.849998,78.849998,79.300003,73.153015,22904016,17,3,2023,Q1
990,2023-03-16,79.0,80.449997,78.75,79.900002,73.706505,27348566,16,3,2023,Q1
989,2023-03-15,78.25,79.050003,78.0,78.599998,72.507278,8183051,15,3,2023,Q1
988,2023-03-14,77.849998,78.099998,77.25,77.699997,71.67704,8316642,14,3,2023,Q1
987,2023-03-13,78.5,78.900002,77.650002,77.800003,71.769295,7151999,13,3,2023,Q1
986,2023-03-10,78.5,79.25,77.5,78.900002,72.784019,6305111,10,3,2023,Q1
985,2023-03-09,79.300003,79.449997,78.550003,78.699997,72.599525,6135751,9,3,2023,Q1
984,2023-03-08,78.75,79.349998,78.5,79.199997,73.060768,5969771,8,3,2023,Q1
983,2023-03-06,78.300003,79.800003,78.050003,79.25,73.106895,8582554,6,3,2023,Q1
982,2023-03-03,78.150002,78.449997,77.699997,78.199997,72.138283,5522499,3,3,2023,Q1
981,2023-03-02,77.0,78.150002,76.800003,77.900002,71.861534,5273986,2,3,2023,Q1
980,2023-03-01,76.0,77.199997,75.849998,76.949997,70.985176,6694749,1,3,2023,Q1
979,2023-02-28,76.900002,77.050003,75.800003,76.050003,70.154945,10000095,28,2,2023,Q1
978,2023-02-27,77.349998,77.400002,76.199997,76.849998,70.892929,6945215,27,2,2023,Q1
977,2023-02-24,77.5,77.650002,77.099998,77.349998,71.354172,6103178,24,2,2023,Q1
976,2023-02-23,77.699997,77.900002,76.75,77.199997,71.215797,6290065,23,2,2023,Q1
975,2023-02-22,78.650002,78.800003,77.099998,77.300003,71.308052,9878001,22,2,2023,Q1
974,2023-02-21,80.0,80.25,79.0,79.199997,73.060768,4633296,21,2,2023,Q1
973,2023-02-20,80.699997,80.949997,79.300003,79.550003,73.383636,6867570,20,2,2023,Q1
972,2023-02-17,79.900002,81.050003,79.599998,80.550003,74.306122,9145422,17,2,2023,Q1
971,2023-02-16,79.849998,80.050003,79.199997,79.800003,73.614258,8603036,16,2,2023,Q1
970,2023-02-15,78.449997,79.75,78.449997,79.5,73.337517,3686045,15,2,2023,Q1
969,2023-02-14,79.449997,79.849998,78.650002,79.150002,73.014641,5013825,14,2,2023,Q1
968,2023-02-13,80.0,80.25,79.25,79.5,73.337517,6470826,13,2,2023,Q1
967,2023-02-10,79.650002,80.449997,79.5,79.800003,73.614258,6286269,10,2,2023,Q1
966,2023-02-09,79.199997,80.699997,78.900002,79.599998,73.429764,8609974,9,2,2023,Q1
965,2023-02-08,79.0,79.400002,78.300003,79.25,73.106895,6093832,8,2,2023,Q1
964,2023-02-07,79.25,79.75,78.650002,79.050003,72.922394,6876198,7,2,2023,Q1
963,2023-02-06,78.5,79.599998,78.099998,79.25,73.106895,9507602,6,2,2023,Q1
962,2023-02-03,78.900002,78.900002,76.900002,78.449997,72.368904,11116563,3,2,2023,Q1
961,2023-02-02,79.599998,80.0,78.150002,78.550003,72.461151,10817457,2,2,2023,Q1
960,2023-02-01,81.699997,81.949997,78.349998,79.800003,73.614258,20031377,1,2,2023,Q1
959,2023-01-31,82.5,83.300003,81.150002,81.75,75.413109,21752061,31,1,2023,Q1
958,2023-01-30,81.0,82.5,80.400002,81.75,75.413109,10783051,30,1,2023,Q1
957,2023-01-27,82.550003,83.050003,80.0,81.0,74.721245,10838959,27,1,2023,Q1
956,2023-01-25,82.900002,83.400002,82.300003,82.5,76.104973,8188678,25,1,2023,Q1
955,2023-01-24,83.800003,83.800003,82.699997,83.150002,76.704582,7069973,24,1,2023,Q1
954,2023-01-23,83.150002,83.599998,82.599998,83.449997,76.981323,6972772,23,1,2023,Q1
953,2023-01-20,83.199997,83.550003,82.75,82.900002,76.473961,9411562,20,1,2023,Q1
952,2023-01-19,82.150002,83.400002,81.900002,83.25,76.796829,9857262,19,1,2023,Q1
951,2023-01-18,81.449997,82.900002,81.25,82.150002,75.782097,7980164,18,1,2023,Q1
950,2023-01-17,82.300003,82.699997,81.0,81.599998,75.274727,8776414,17,1,2023,Q1
949,2023-01-16,82.449997,82.699997,81.75,82.25,75.874352,9367702,16,1,2023,Q1
948,2023-01-13,81.550003,82.449997,81.099998,82.300003,75.920471,8018070,13,1,2023,Q1
947,2023-01-12,83.75,83.900002,81.199997,81.599998,75.274727,16440461,12,1,2023,Q1
946,2023-01-11,80.849998,84.050003,80.599998,83.550003,77.073578,44099830,11,1,2023,Q1
945,2023-01-10,80.550003,80.800003,79.699997,80.599998,74.352249,11953196,10,1,2023,Q1
944,2023-01-09,80.849998,81.0,79.650002,80.099998,73.891006,16438468,9,1,2023,Q1
943,2023-01-06,79.300003,80.800003,79.0,80.050003,73.844879,19075518,6,1,2023,Q1
942,2023-01-05,78.75,79.25,78.349998,79.099998,72.968521,14449439,5,1,2023,Q1
941,2023-01-04,78.900002,79.5,77.400002,78.099998,72.046036,11974831,4,1,2023,Q1
940,2023-01-03,78.0,78.900002,77.699997,78.5,72.415031,11509540,3,1,2023,Q1
939,2023-01-02,77.0,78.550003,76.449997,78.0,71.953789,16878293,2,1,2023,Q1
938,2022-12-30,75.199997,77.5,75.199997,76.5,70.570061,15567911,30,12,2022,Q4
937,2022-12-29,74.800003,75.150002,74.099998,74.75,68.955719,10191269,29,12,2022,Q4
936,2022-12-28,74.849998,75.150002,74.449997,74.800003,69.001839,6599386,28,12,2022,Q4
935,2022-12-27,74.900002,75.199997,74.349998,75.099998,69.27858,5815217,27,12,2022,Q4
934,2022-12-26,73.0,74.599998,72.349998,74.400002,68.632843,9571856,26,12,2022,Q4
933,2022-12-23,74.599998,75.099998,72.800003,73.0,67.34137,15286836,23,12,2022,Q4
932,2022-12-22,76.400002,76.75,74.650002,75.099998,69.27858,15215404,22,12,2022,Q4
931,2022-12-21,77.800003,78.150002,76.150002,76.400002,70.477814,8618706,21,12,2022,Q4
930,2022-12-20,77.949997,78.150002,77.050003,77.800003,71.769295,9368946,20,12,2022,Q4
929,2022-12-19,77.199997,78.150002,76.599998,77.949997,71.907661,12681354,19,12,2022,Q4
928,2022-12-16,78.25,78.949997,76.650002,76.949997,70.985176,18672807,16,12,2022,Q4
927,2022-12-15,78.150002,78.5,77.800003,78.099998,72.046036,9555282,15,12,2022,Q4
926,2022-12-14,77.900002,78.699997,77.550003,78.150002,72.092155,16268873,14,12,2022,Q4
925,2022-12-13,79.199997,79.25,77.449997,77.75,71.723167,16409283,13,12,2022,Q4
924,2022-12-12,77.0,79.050003,76.800003,78.900002,72.784019,20455051,12,12,2022,Q4
923,2022-12-09,77.5,78.349998,76.699997,77.0,71.031303,24702723,9,12,2022,Q4
922,2022-12-08,77.449997,77.5,76.5,76.75,70.800682,11996025,8,12,2022,Q4
921,2022-12-07,76.75,77.800003,76.150002,76.699997,70.754555,20909569,7,12,2022,Q4
920,2022-12-06,77.0,77.400002,75.650002,75.800003,69.924324,10369691,6,12,2022,Q4
919,2022-12-05,77.050003,77.699997,76.699997,77.050003,71.077431,10947250,5,12,2022,Q4
918,2022-12-02,76.199997,77.199997,76.0,77.0,71.031303,18220281,2,12,2022,Q4
917,2022-12-01,77.0,77.150002,76.0,76.199997,70.293312,15072561,1,12,2022,Q4
916,2022-11-30,74.5,77.0,74.449997,76.650002,70.708435,29122442,30,11,2022,Q4
915,2022-11-29,76.449997,76.699997,75.0,75.300003,69.463081,17421133,29,11,2022,Q4
914,2022-11-28,73.900002,76.449997,73.900002,76.199997,70.293312,40695313,28,11,2022,Q4
913,2022-11-25,72.199997,73.949997,71.650002,73.349998,67.664238,22422462,25,11,2022,Q4
912,2022-11-24,70.150002,72.699997,70.150002,72.050003,66.465004,29444796,24,11,2022,Q4
911,2022-11-23,70.050003,70.300003,69.699997,69.900002,64.481659,7949141,23,11,2022,Q4
910,2022-11-22,70.050003,70.199997,69.449997,70.0,64.573914,13456815,22,11,2022,Q4
909,2022-11-21,69.349998,70.400002,69.150002,70.050003,64.620041,14820946,21,11,2022,Q4
908,2022-11-18,69.349998,69.5,68.75,69.25,63.88205,6231903,18,11,2022,Q4
907,2022-11-17,69.449997,69.699997,69.0,69.099998,63.743675,5264089,17,11,2022,Q4
906,2022-11-16,69.650002,69.699997,69.050003,69.300003,63.928173,5638631,16,11,2022,Q4
905,2022-11-15,69.800003,69.800003,69.150002,69.599998,64.204918,6477425,15,11,2022,Q4
904,2022-11-14,70.0,70.150002,68.849998,69.449997,64.066544,10222979,14,11,2022,Q4
903,2022-11-11,69.949997,70.0,69.400002,69.75,64.343292,8792244,11,11,2022,Q4
902,2022-11-10,69.449997,69.849998,69.400002,69.599998,64.204918,5974147,10,11,2022,Q4
901,2022-11-09,70.349998,70.5,69.400002,69.550003,64.158798,10410493,9,11,2022,Q4
900,2022-11-07,68.849998,70.300003,68.699997,70.099998,64.666161,13032194,7,11,2022,Q4
899,2022-11-04,68.650002,69.0,68.300003,68.5,63.190189,8971834,4,11,2022,Q4
898,2022-11-03,68.5,69.150002,68.5,68.699997,63.37468,6466688,3,11,2022,Q4
897,2022-11-02,68.550003,69.050003,68.349998,68.599998,63.282433,6785578,2,11,2022,Q4
896,2022-11-01,68.400002,68.650002,68.150002,68.5,63.190189,7840600,1,11,2022,Q4
895,2022-10-31,68.5,68.800003,68.099998,68.25,62.959568,10549071,31,10,2022,Q4
894,2022-10-28,68.5,69.199997,68.050003,68.449997,63.144058,9586976,28,10,2022,Q4
893,2022-10-27,67.900002,68.5,67.849998,68.300003,63.005688,10404151,27,10,2022,Q4
892,2022-10-25,67.849998,68.25,67.199997,67.900002,62.636692,12609170,25,10,2022,Q4
891,2022-10-24,68.25,68.449997,67.949997,68.050003,62.77507,3745316,24,10,2022,Q4
890,2022-10-21,67.400002,68.050003,67.199997,67.5,62.267704,9542021,21,10,2022,Q4
889,2022-10-20,66.650002,68.199997,66.550003,67.849998,62.590569,19426605,20,10,2022,Q4
888,2022-10-19,66.800003,67.25,66.449997,67.0,61.806461,7157066,19,10,2022,Q4
887,2022-10-18,66.400002,66.800003,66.099998,66.699997,61.529709,8153819,18,10,2022,Q4
886,2022-10-17,66.5,66.699997,65.550003,66.050003,60.930099,10841451,17,10,2022,Q4
885,2022-10-14,68.0,68.0,66.199997,66.300003,61.160721,10119406,14,10,2022,Q4
884,2022-10-13,67.300003,67.75,66.449997,66.849998,61.668087,9890714,13,10,2022,Q4
883,2022-10-12,66.0,67.849998,65.949997,67.25,62.037083,14459865,12,10,2022,Q4
882,2022-10-11,67.699997,67.699997,65.800003,65.949997,60.837849,14905741,11,10,2022,Q4
881,2022-10-10,67.0,67.699997,66.849998,67.550003,62.313828,9042660,10,10,2022,Q4
880,2022-10-07,67.650002,67.849998,67.050003,67.449997,62.221573,14879891,7,10,2022,Q4
879,2022-10-06,67.949997,68.099998,67.349998,67.75,62.498325,13000167,6,10,2022,Q4
878,2022-10-04,68.0,68.0,67.099998,67.300003,62.083206,10513995,4,10,2022,Q4
877,2022-10-03,67.25,68.050003,66.550003,66.699997,61.529709,13288633,3,10,2022,Q4
876,2022-09-30,65.949997,67.199997,65.5,66.949997,61.76033,16041026,30,9,2022,Q3
875,2022-09-29,66.099998,67.300003,65.199997,65.900002,60.791729,24560255,29,9,2022,Q3
874,2022-09-28,66.400002,66.400002,65.550003,65.75,60.653351,15974881,28,9,2022,Q3
873,2022-09-27,66.400002,67.099998,66.099998,66.75,61.57584,14140070,27,9,2022,Q3
872,2022-09-26,67.199997,67.400002,65.900002,66.050003,60.930099,19194238,26,9,2022,Q3
871,2022-09-23,67.800003,67.949997,67.199997,67.449997,62.221573,13578280,23,9,2022,Q3
870,2022-09-22,68.199997,68.25,67.5,67.800003,62.544449,15775504,22,9,2022,Q3
869,2022-09-21,69.300003,69.300003,68.199997,68.449997,63.144058,24710729,21,9,2022,Q3
868,2022-09-20,70.0,70.150002,69.050003,69.099998,63.743675,20693245,20,9,2022,Q3
867,2022-09-19,70.25,70.400002,69.599998,69.650002,64.251038,13595148,19,9,2022,Q3
866,2022-09-16,71.550003,71.699997,69.5,69.949997,64.527786,25993505,16,9,2022,Q3
865,2022-09-15,72.0,72.199997,71.300003,71.550003,66.003761,9985561,15,9,2022,Q3
864,2022-09-14,71.949997,72.25,71.599998,71.800003,66.234383,9024753,14,9,2022,Q3
863,2022-09-13,73.050003,73.099998,72.0,72.25,66.649506,11555561,13,9,2022,Q3
862,2022-09-12,72.849998,72.949997,71.949997,72.650002,67.018494,21463828,12,9,2022,Q3
861,2022-09-09,73.300003,73.400002,72.349998,72.550003,66.926247,9906299,9,9,2022,Q3
860,2022-09-08,71.900002,73.75,71.800003,73.050003,67.387489,24401527,8,9,2022,Q3
859,2022-09-07,70.800003,71.550003,70.699997,71.400002,65.865387,19254652,7,9,2022,Q3
858,2022-09-06,71.150002,71.199997,70.599998,70.699997,65.21965,10545363,6,9,2022,Q3
857,2022-09-05,71.5,71.650002,70.849998,70.949997,65.450272,11658725,5,9,2022,Q3
856,2022-09-02,71.449997,71.550003,70.849998,71.300003,65.77314,13349456,2,9,2022,Q3
855,2022-09-01,71.0,71.5,70.800003,71.150002,65.634766,17854146,1,9,2022,Q3
854,2022-08-30,71.449997,71.849998,71.349998,71.5,65.957642,14284488,30,8,2022,Q3
853,2022-08-29,71.150002,71.449997,70.349998,71.050003,65.542519,14387511,29,8,2022,Q3
852,2022-08-26,71.849998,72.300003,71.699997,71.900002,66.32663,10546886,26,8,2022,Q3
851,2022-08-25,70.900002,71.949997,70.800003,71.449997,65.911514,13090152,25,8,2022,Q3
850,2022-08-24,71.25,71.449997,70.25,70.550003,65.081276,19584234,24,8,2022,Q3
849,2022-08-23,70.800003,71.599998,70.75,71.050003,65.542519,11581331,23,8,2022,Q3
848,2022-08-22,72.099998,72.150002,70.900002,71.300003,65.77314,13714233,22,8,2022,Q3
847,2022-08-19,72.650002,72.75,71.800003,72.150002,66.557251,13357442,19,8,2022,Q3
846,2022-08-18,73.5,73.650002,72.449997,72.650002,67.018494,18850835,18,8,2022,Q3
845,2022-08-17,73.300003,73.800003,73.199997,73.349998,67.664238,18542371,17,8,2022,Q3
844,2022-08-16,71.75,73.25,71.25,73.150002,67.479736,26772067,16,8,2022,Q3
843,2022-08-12,70.949997,71.699997,70.800003,71.550003,66.003761,12294928,12,8,2022,Q3
842,2022-08-11,71.349998,71.349998,70.599998,70.949997,65.450272,16670568,11,8,2022,Q3
841,2022-08-10,73.650002,73.699997,72.400002,72.5,64.666161,29085499,10,8,2022,Q3
840,2022-08-08,73.099998,73.75,72.400002,73.349998,65.424309,16091607,8,8,2022,Q3
839,2022-08-05,71.449997,73.300003,70.900002,73.099998,65.201324,48935830,5,8,2022,Q3
838,2022-08-04,71.5,71.599998,70.550003,71.199997,63.506622,25024630,4,8,2022,Q3
837,2022-08-03,72.300003,72.400002,70.75,71.0,63.328243,18893830,3,8,2022,Q3
836,2022-08-02,71.400002,72.099998,71.25,71.949997,64.175583,15655719,2,8,2022,Q3
835,2022-08-01,72.5,72.5,70.800003,71.099998,63.417435,30168751,1,8,2022,Q3
834,2022-07-29,72.5,73.25,72.25,72.949997,65.067528,16983013,29,7,2022,Q3
833,2022-07-28,72.050003,72.650002,71.900002,72.050003,64.264778,11715079,28,7,2022,Q3
832,2022-07-27,71.75,72.300003,71.400002,72.099998,64.30938,8726504,27,7,2022,Q3
831,2022-07-26,72.099998,72.150002,71.449997,71.650002,63.908001,8202210,26,7,2022,Q3
830,2022-07-25,72.199997,72.349998,71.25,72.099998,64.30938,10124538,25,7,2022,Q3
829,2022-07-22,72.900002,72.949997,72.0,72.150002,64.353981,8740051,22,7,2022,Q3
828,2022-07-21,72.349998,72.75,71.349998,72.550003,64.710762,9537111,21,7,2022,Q3
827,2022-07-20,73.0,73.099998,72.199997,72.349998,64.532364,10590222,20,7,2022,Q3
826,2022-07-19,71.25,72.150002,71.0,72.0,64.220192,7585011,19,7,2022,Q3
